name,movie_title,number_of_lines,age_bracket,profession,religion,country_of_origin,additional_info,quote,annotated,speaker_id,movie_id,gender,description,source
mackelway,suspect zero,222,Adult,FBI Agent,Unknown,USA,,Where's the boy?,True,u3075,m201,A man,FBI Agent Thomas Mackelway was recently suspended for beating suspected serial killer Raymond Starkey. He works with Kulok in his mission. ,https://en.wikipedia.org/wiki/Suspect_Zero
bill,all about eve,154,Adult,Director,Unknown,USA,Played by Gary Merrill,"Wherever there's magic and make-believe and an audience, there's theatre.",True,u3600,m238,A man,"Bill Sampson is broadway star Margo's boyfriend, who rejects Eve when she tries to seduce him.",https://en.wikipedia.org/wiki/All_About_Eve
mike,jaws 3-d,155,Adult,Marine Biologist,Unknown,USA,Played by Dennis Quaid,"White sharks are dangerous. I know 'em. My father, my brother, myself. They're murderers.",True,u6098,m404,A man,"Michael was in his early-20's in 'Jaws 3-D' and in a relationship with Kathryn ""Kay"" Morgan while working at Sea World. After a great white shark enters Sea World and kills many people, Michael and Kay decide to attempt to kill it, especially after hearing it had used its weight to cause flooding to Sea World's underwater tunnels. They decide to trap it in a pipe. Hearing the shark has been lured into the pipe, Michael and Kay go down to repair the underwater tunnel so the technicians can restore air pressure and drain the water. Calvin orders the pump to be shut down to suffocate the shark, but this act instead allows her to break free from the pipe and attack Michael and Kay, but they are saved by the dolphins. They make their way back to the control room, but the shark appears in front of the window and smashes through the glass, flooding the room and killing a technician. Michael notices FitzRoyze's corpse still in the shark's throat with a grenade, and uses a bent pole to pull its pin, killing the shark. In the aftermath, Mike and Kay celebrate with their dolphins, who survived their brush with the shark.",https://jaws.fandom.com/wiki/Michael_Brody
walt,state and main,156,Adult,Film Director,Unknown,USA,,"Who designed these costumes? It looks like Edith Head puked, and that puke designed these costumes.",True,u7877,m532,A man,"Walt Price is unphased when everything starts going wrong with his film, and he asks Joe to alter the script. Walt has a big budget and he isn't afraid to use it. ",https://breakingbad.fandom.com/wiki/Jimmy_McGill
jackie,shampoo,166,Adult,Socialite,Unknown,USA,,Who does he think I am? Some cigar that he's got between his teeth?,True,u7593,m513,A woman,"Jackie is Lester's current mistress; George's former girlfriend, perhaps the most serious relationship he has ever had; and best friends with Jill.",https://en.wikipedia.org/wiki/Shampoo_(film)
jack,the fabulous baker boys,361,Adult,"Piano Performer, Manager",Unknown,USA,Played by real brothers - Jack is played by Jeff Bridges. ,Who I fuck and who I don't fuck is none of your fucking business!,True,u5164,m342,A man,"Jack has grown weary of the hackneyed material they have come to perform over the years, but his complacency leaves him uninspired to pursue his talents further. Jack's personal life largely consists of meaningless one-night stands; caring for his aging Labrador, Eddie; and spending time with Nina.",https://en.wikipedia.org/wiki/The_Fabulous_Baker_Boys
charlie,peggy sue got married,112,,"High School Student,",,USA,,Who needs physics when we've got chemistry?,True,u7017,m469,A man,"Charlie Bodell is Peggy Sue's philandering husband and high school sweetheart. Charlie and Peggy Sue got married right after graduation when Peggy Sue became pregnant, but have recently separated due to Charlie's infidelity. When Peggy Sue goes back in time, Charlie is rebuffed by her. He and Peggy Sue realise that they have a lot in common. At the end of the film, when Peggy Sue awakens in a hospital afer fainting back in 1985, Charlie is at her side. He deeply regrets his infidelity and wants her back. He wants to change his ways. Peggy Sue and Charlie reconcile.",https://en.wikipedia.org/wiki/Peggy_Sue_Got_Married
gonzo,fear and loathing in las vegas,125,Adult,Lawyer,Unknown,Samoa,,"Who said anything about slicing you up, man? I just wanted to carve a little Z on your forehead.",True,u921,m60,A man,,
hans,die hard,51,Adult,Thief,Unknown,Germany,Played by Alan Rickman,Who said we were terrorists?,True,u4843,m323,A man,Hans Gruber is a cunning thief and criminal mastermind from West Germany who holds the Nakatomi Plaza hostage to steal $640 million in negotiable bearer bonds. He is an iconic villain. His plan is foiled by New York cop John McClane. ,https://en.wikipedia.org/wiki/Hans_Gruber
alice,antitrust,71,Young Adult,Spy; Fourth Member of Skullbocks,Unknown,USA, ,Who was it?,True,u344,m21,A woman,"Alice Poulson is Mike Hoffmans girlfriend who, following Hoffmans acceptance of a new job, moves to NURV headquarters in Portland, Oregon. NURV employed her as a plant, an ex-con hired by the company to spy on and manipulate Hoffman. ",https://en.wikipedia.org/wiki/Antitrust_(film)
faith,only you,324,Young Adult,Teacher,Catholic ,USA,,Why couldn't we just have arranged marriages in America?,True,u6940,m464,A woman,"Faith Corvatch, after playing with a Ouija board at 11-years old, becomes convinced that her soul mate is named ""Damon Bradley."" Fourteen years later, Faith is a teacher at a Catholic school and is engaged to a podiatrist. Ten days before the wedding, Faith learns that her fiancé's high-school classmate, Damon Bradley, is flying to Venice that day.",https://en.wikipedia.org/wiki/Only_You_(1994_film)
joel,eternal sunshine of the spotless mind,272,Adult,Unknown,Unknown,USA,Played by Jim Carrey,Why do I fall in love with every woman I see who shows me the least bit of attention?,True,u861,m55,A man,"Joel Barish is a bookish introvert who enters a two-year relationship with Clementine Kruczynski. After their relationship ends, Clementine erases Joel from her memory, and he erases her from his mind in response.",https://en.wikipedia.org/wiki/Eternal_Sunshine_of_the_Spotless_Mind
fletch,fletch,368,Adult,Newspaper Columnist,Unknown,USA,,Why don't we go lay on the bed and I'll fill you in?,True,u5345,m355,A man,"Los Angeles Times reporter Irwin M. ""Fletch"" Fletcher is offered a large sum of money to kill a millionaire (by the millionaire himself) who supposedly has a terminal cancer prognosis. Fletch becomes suspicious when he discovers the man is not ill; when he continues to investigate, his life is threatened.",https://en.wikipedia.org/wiki/Fletch_(film)
elaine,the graduate,107,Young Adult,UC Berkeley student,Unknown,USA,,Why don't you drag me off if you want to marry me so much?,True,u1172,m77,A woman,"Elaine is Mrs Robinson's daughter. Elaine deduces that Benjamin is having an affair with a married woman, and is devastated when it turns out to be her mother. Elaine and Benjamin escape and they begin to look toward an uncertain future.",https://en.wikipedia.org/wiki/The_Graduate
johns,pitch black,104,Adult,Bounty Hunter,Unknown,USA,,Why don't you just shut up and let me figure out a plan that doesn't involve mass suicide!,True,u7057,m472,A man,William J. Johns is a bounty hunter and morphine addict posing as a lawman. He is exceptionally selfish and willing to do whatever he can to save his own hide.,https://riddick.fandom.com/wiki/William_J._Johns
george,lost horizon,102,Adult,Unknown,Unknown,UK,,Why don't you tell them the truth! Why don't you tell them we're a million miles from civilization without a chance of getting out of here alive! ,True,u1894,m124,A man,"George Conway is Robert's brother. He is the only one of those stranded who is desperate to leave. He is described as overly pragmatic. He tries to convince everyone to leave, and states that he will be leaving with or without them. ",https://en.wikipedia.org/wiki/George_Conway
vada,my girl 2,224,Teen,High School Student,Unknown,USA,"Sequel to My Girl, filmed 3 years later. ","Why is it boys talk so much, when they have nothing to say? And girls have plenty to say, but no one will listen?",True,u6760,m450,A woman,"Vada Sultenfuss has matured from the spunky 11-year-old hypochondriac in 1972 to a more serious teenager in early 1974. To accommodate her father and Shelly's new baby, Vada moves into her late Gramoo's old bedroom. She struggles with these adjustments, along with figuring boys out. One of them from school, Kevin, seems to like her friend Judy, but Vada wonders if he likes her, too. Both her father and Shelly try to give Vada some boy advice, but it backfires. Vada Sultenfuss has a holiday coming up, and an assignment to do an essay on someone she admires and has never met. She decides she wants to do it on her mother, who died when she was born, but she quickly realizes that she knows very little about her. She manages to get her father to agree to let her go to Los Angeles to stay with her Uncle Phil and do some research on her mother. Once there, she finds herself under the protection of Uncle Phil's girlfriend's son, Nick. Vada also sees her favorite poet, Alfred Beidermeyer, who also lives in L.A., but after hearing his advice on not becoming a writer, she takes it hard. Later in the trip, Nick and Vada sneak out one evening to catch some Hollywood attractions, during which time Vada also gets her ears pierced, despite Nick's opposition to the custom.",https://en.wikipedia.org/wiki/My_Girl_2
jack,pirates of the caribbean,136,Adult,Pirate,Unknown,Caribbean Seas,,Why is the rum gone?,True,u2470,m159,A man,"Jack Sparrow is one of the nine pirate lords in the Brethren Court, the Pirate Lords of the Seven Seas. He can be treacherous and survives mostly by using wit and negotiation rather than by force, opting to flee most dangerous situations and to fight only when necessary.",https://en.wikipedia.org/wiki/Jack_Sparrow
rae,black snake moan,117,Young Adult,Unemployed,Unknown,USA,,"Why we always gotta do this? I mean, you and me been at each other as far back as I can remember. Wasn't no love between us. And I'm your daughter. I'm the only family you got.",True,u515,m32,A woman,Rae Doole is a young sex addict. Rae is trapped by Lazarus but manages to flee. She deals with poor health. ,https://en.wikipedia.org/wiki/Black_Snake_Moan_(film)
clay,roughshod,168,Adult,"Wrangler, Rancher",Unknown,USA,,Will she be dark or fair?,True,u2621,m171,A man,"Clay is being chased by escaped killers/criminals. When Mary and the other dance hall girls break down, Clay grudgingly agrees to take them as far as the next ranch as he has troubles of his own. That is, people are threatening to kill him. Clay faces a showdown at the end. ","https://en.wikipedia.org/wiki/List_of_Dr._Quinn,_Medicine_Woman_episodes"
nicky,game 6,245,Adult,Playwright,Unknown,USA,,Winning is easy. Losing is complicated. Losing's a lifetime's work.,True,u5455,m363,A man,"Nicky Rogan has written several plays and has achieved success. It's now opening night of his latest effort and everyone around him assure him that this one will be the best yet. But as opening hour approaches, Nicky falls prey to doubts and fears, egged on by another playwright whose last work was trashed by the local newspaper's new drama critic, Steven Schwimmer. He eventually lets those fears drive him to resolve to kill the critic (who he assumes will also trash his play) and he procures a handgun with which to perform the deed. Instead of attending the play's opening night, Nicky spends time in a bar, accompanied by a lady cab driver and her grandson; earlier in the evening she misidentified Nicky as a local, small-time hoodlum but he doesn't correct her misidentification. They watch the crucial Game 6 of the 1986 World Series between the Boston Red Sox and the New York Mets. The Sox have won 3 games and could clinch the title by winning Game 6 but Nicky, a lifelong Sox fan, knows how easily the team can lose when they should win. He spends the evening waiting for the inevitable, even though the Sox are leading most of the time. When the inevitable does occur (due to an unexpected pair of errors at the end of the final inning), he snaps and leaves to take out his rage on the newspaper critic. Nicky not only finds the critic but sees him in the early stages of deflowering Nicky's daughter. He begins firing wildly and is finally calmed when he learns the critic is equally devastated by the Sox's loss. They end up together, watching an interminable rerun of the final error by Bill Buckner on a small television set in the critic's apartment.",https://en.wikipedia.org/wiki/Game_6
nick,arcade,85,Teen,High School Student,Unknown,USA, ,"With games like Arcade that are interactive, supercomputers, and microprocessors, man. They're the wave of the future.",True,u6712,m447,A man,"Nick is in high school and is a friend of Alex Manning. They decide to visit the local video arcade where there is a new virtual reality arcade game called Arcade, the teenagers who play the game and lose are being imprisoned inside the virtual reality world. Nick and Alex enlist the help of the game's programmer for a final showdown with Arcade and his deadly virtual world",https://fullmoonfeatures.fandom.com/wiki/Arcade_(film)
maverick,top gun,241,Adult,Fighter Pilot,Unknown,USA,,"With the tensions in the world today, the potential for confrontation is greater than ever, and carrier pilots will be the first ones there. Air combat excellence is vital.",True,u3321,m220,A man,,
joe,midnight cowboy,128,Adult,Gigolo,Unknown,USA,,"Women go crazy for me. So if I don't cash in on that, what am I? ... May as well flush me down that hole with the dishwater.",True,u6583,m438,A man,"Joe Buck grew up in Texas. Joe's story is told through flashbacks throughout the film. His grandmother raises him after his mother abandons him, though his grandmother frequently neglects him as well. He also has a tragic relationship with Annie, a local girl. Since he's from Texas and has a thick accent, people always assume he is a cowboy. But he's not. Though as he points out, he's ""one hellova stud."" He has been in New York City as of a few weeks ago. He was living in room 1014 of a hotel. He only has $224 to his name, so he couldn't afford much of a place. There was a bed and dresser, but it has a coin-operated TV. Only problem is that they locked him out of his room until he pays his bill. Joe is a gigolo. He's not the brightest guy, so he didn't have many other options. Joe likes hanging out with his new friend Ratso. Manhattan is not the friendliest place, so he’s the only friend he has made so far. Ratso is showing Joe the ropes. Ratso is also letting him stay at his place until he can get back on his feet. Joe has slept on subways more comfortable than the bed there, but it will do for now. Joe Buck is single – much to his disappointment. He's been desperately trying to find a rich woman to take care of him. He thought Cass had potential, especially since she is gorgeous, has a penthouse apartment, and more diamonds than the archbishop. But Cass didn't work out. Instead of getting money from her, he ended up giving her $20 for taxi money. Joe's challenge is making it in the Big Apple. He hasn’t had much luck so far, and Ratso says he is using the wrong approach – that the dumb cowboy crap doesn't appeal to anybody except every jockey on 42nd Street. Ratso says Miami Beach is the only place for a real hustler like him with more rich women per square yard than any resort spot in the world. He and Ratso are trying to save up enough money to go there. Joe is naïve and attractive. Some people may think he's dumb, but his innocence is also very charming. He's a good friend who tries to stay positive despite the obstacles in his way. Even though Joe and Ratso progress on their mission, at the end of the film, Joe returns home and Ratso is bedridden and feverish. Desperate to help Ratso get to Florida, Joe picks up a man in an amusement arcade and robs the man when he tries to pay with a religious medallion instead of cash. With the cash he steals, Joe buys two bus tickets. At a rest stop, Joe buys new clothing for Ratso and himself, discarding his cowboy outfit. As they near Miami, Joe talks of getting a regular job, only to realize Ratso has died. The driver tells Joe there is nothing else to do, but continue on to Miami. The film closes with Joe, alone and afraid, seated with his arm around his dead friend.",https://hero.fandom.com/wiki/Joe_Buck
joe,the anniversary party,206,Adult,Novelist and Director,Unknown,England,,Would you like a lolly? You're never too old for a lolly.,True,u3707,m244,A man,Joe Therrian is married to Holllywood actress Sallys and he is a novelist who is about to direct the screen adaptation of his most recent bestseller. He has opted not to cast his wife in the lead role because he feels she's too old for the part. ,https://en.wikipedia.org/wiki/The_Anniversary_Party
sam,wild things,104,Young Adult,High School Guidance Counselor,Unknown,USA,,"Yeah, well, you know what they say. A little hard work never hurt anyone.",True,u8916,m606,A man,"Sam Lombardo, a high school guidance counselor, is accused of raping Kelly Van Ryan, one of his students. He hires Kenneth Bowden, a sleazy defense lawyer, to represent him. Suzie reveals that Sam is innocent, and that she and Kelly made up the whole thing to get back at him for getting them into trouble at school.",https://villains.fandom.com/wiki/Sam_Lombardo
lambeau,good will hunting,138,Adult,College Professor,Unknown,USA,,"Yeah, you were smarter than me then and you're smarter than me now, so don't blame me for how your life turned out, it's not my fault.",True,u5611,m373,A man,"When Professor Gerald Lambeau posts a difficult combinatorial mathematics problem on a blackboard as a challenge for his graduate students, Will solves the problem anonymously, stunning Lambeau. Lambeau wants Will to have psycotherapy so calls on Dr. Sean Maguire, his college roommate. He wants Will to succeed. ",https://en.wikipedia.org/wiki/Good_Will_Hunting
sean,good will hunting,157,Adult,"Psychologist, Psychotherapist",Unknown,USA,Played by Robin Williams,"Yeah. Yeah, that's what I'm saying. You'll never have that kind of relationship in a world where you're always afraid to take the first step because all you see is every negative thing ten miles down the road.",True,u5615,m373,A man,"Dr. Sean Maguire is the court-ordered therapist of Will Hunting. His father was an abusive alcoholic, and as a child Sean would provoke him so the elder Maguire would hit him instead of his mother and younger brother. He eventually re-engages with the world. ",https://hero.fandom.com/wiki/Sean_Maguire
anya,anastasia,76,Young Adult,Grand Duchess,Unknown,Russia, ,Years of dreams just can't be wrong!,True,u3667,m242,A woman,"In 1916, the Romanov family celebrates its tricentennial with a ball. Anastasia, a carefree eight-year-old girl and the youngest of the Tsar's four daughters, is given a music box by her grandmother, Marie Feodorovna that plays their lullaby, ""Once Upon a December,"" as a gift to ease their separation. Accompanying the music box is a necklace shaped key inscribed with the words ""Together in Paris"", a promise from Marie to her beloved granddaughter. The ball is soon disrupted by Grigori Rasputin, the Tsar's former confidante, who has been exiled for attempting to overthrow the Romanovs. Rasputin has sold his soul and curses the Romanov family. During the revolution, Anya and Marie manage to escape the assassination at the palace, but are separated at the train station. Left amnesiac after the revolution, Anastasia spends ten years in a state-run orphanage under the alias ""Anya"". She develops a strong-minded and independent personality and deeply longs to find her family, despite having no clues regarding her past identity. Anya goes on a journey with Dimitri; Vladimir and Pooka to meet the Dowager Empress Marie in Paris to find out whether she is the true Anastasia, all while avoiding attempts on her life by the undead Rasputin and his magic powers.",https://anastasia.fandom.com/wiki/Anya
chance,being there,293,Adult,"Gardener, Political Advisor",Unknown,USA,,"Yes. In the garden, growth has its seasons. First comes spring and summer, but then we have fall and winter. And then we get spring and summer again.",True,u3993,m266,A man,"Middle-aged, simple-minded Chance lives in the townhouse of a wealthy old man in Washington, D.C. He has spent his whole life tending the garden and has never left the property, and his knowledge is derived entirely from what he sees on television.",https://en.wikipedia.org/wiki/Being_There
mcclane,die hard,78,Adult,NYPD Officer,Unknown,USA,Played by Bruce Willis,"Yippee-ki-yay, motherfucker.",True,u4846,m323,A man,"McClane's marriage is in a constant state of crisis, his vigilantism and disregard for authority have put him in danger of losing his job more than once, and he is a chain-smoker. McClane is consistently portrayed as a reluctant hero who, with little or no assistance from others, is required against his wishes to thwart the elaborate plans of a group of like-minded villains.",https://en.wikipedia.org/wiki/John_McClane
edward,pretty woman,249,Adult,Businessman,Unknown,USA,,You and I are such similar creatures Vivian. We both screw people for money.,True,u7133,m479,A man,"Edward Lewis is a successful businessman and CEO and owner of Edward Lewis Enterprises. He asks a prostitute, Vivian, to accompany him. ",https://disney.fandom.com/wiki/Edward_Lewis
kyle,south park: bigger longer & uncut,102,Child,School Kid,Jewish,USA, ,You are all just a bunch of ass-ramming uncle fuckers!,True,u7761,m525,A man,"Kyle attends South Park Elementary as part of Mr. Garrison's class. He was grounded for two weeks for going to see the R-rated film Terrance and Phillip: Asses of Fire, which caused Kenny's death when tried to imitate a stunt seen in the film. Their parents think that Canada is to blame. Kyle’s mother rages war against Terrance and Philip (and Canada) resulting in the children creating ‘La Resistance’ to save the lives of Terrance and Philip, who when killed causes Satan and Saddam Hussein to rise and try to take over the world. Kyle has extremely strong beliefs, and when forced to question them, he becomes very upset and has somewhat of a short temper (especially when it comes to Cartman. This has caused a lot of fights between the two boys). For the most part, Kyle bases his decisions on both his emotions and beliefs; therefore, he is easily coaxed into fights or manipulated by his feelings, an example of this being when Cartman sang a song about his mother being a ""bitch"" and got everyone to join in, which annoyed Kyle. His challenge is standing up to his mother, protecting his Canadian adopted brother, standing up against censorship and rescuing Terrance and Philip. During the battle between the Canadian Army and the US Army, the children form a human shield as Kyle tries to reason with Sheila, faulting her for scapegoating others for his mistakes. While the soldiers begin to back down, Sheila refuses and shoots Terrance and Phillip dead, fulfilling Satan's prophecy. Saddam usurps Satan and demands that everyone bow to him. When Saddam insults Cartman, the latter's retort releases bolts of energy from his hands. Subsequently, Cartman engages in profanity-laden tirades to attack Saddam, who continues to verbally abuse Satan. Satan becomes enraged and throws Saddam back into Hell, where he is impaled on a stalagmite.","https://southpark.fandom.com/wiki/South_Park:_Bigger,_Longer_%26_Uncut"
daddy,rambling rose,206,Adult,Unknown,Unknown,USA,Rambling Rose is set in Georgia during the Great Depression. ,You are as graceful as the capital letter S. You will give a glow to these old walls.,True,u7221,m487,A man,"Mr Hillyer is the father and everyone calls him Daddy. Eventually Rose kisses Mr. Hillyer, who at first responds to her advances and then becomes angered at her and rebuffs her. Mr. Hillyer worries that Rose is too promiscuous when she goes to town and will cause them problems. When Daddy eventually catches her with another man in her room, he fires her but obtains a position on a dairy farm in Tennessee for her.",https://en.wikipedia.org/wiki/Rambling_Rose_(film)
blade,blade,99,Adult,Vampire Hunter,Unknown,USA,,You better wake up. The world you live in is just a sugar-coated topping!,True,u4081,m272,A man,,
grandfather,a hard day's night,59,Adult,Unknown,Unknown,England,Played by Wilfrid Brambell,"You can, can you? Pahh! Sheeps' heads! You could learn more by gettin' out there and living!",True,u3568,m235,A man,"John McCartney is Paul's Grandfather in the film. Who is a trouble-maker, gambler and bad influence on Ringo.",https://en.wikipedia.org/wiki/A_Hard_Day%27s_Night_(film)
marion,psycho,103,Adult,Secretary,Unknown,USA,Played by Janet Leigh,You can't buy off unhappiness with pills.,True,u7175,m482,A woman,"Marion Crane, who steals $40,000 from her employer. She leaves her home in Phoenix, Arizona and ends up at the Bates Motel in Fairvale, California. The motel is run by mother-fixated Norman Bates.",https://psycho.fandom.com/wiki/Psycho_(1960)
healy,there's something about mary,178,Adult,Private Detective,Unknown,USA,,"You can't forget, it's a sumo culture, Ted. They pay by the pound over there. Sorta like, um, tuna.",True,u3273,m217,A man,"Healy is a sleazy private eye who is hired by Ted Stroehmann to find his high school sweetheart Mary Matthews and dig up information on her. After finding Mary, Healy falls for her himself and tells lies about her, hoping to make Ted lose interest. ",https://villains.fandom.com/wiki/Patrick_Healy
letty,crazy love,315,Adult,Teacher,Unknown,USA,,You can't get through life on 'OK'! It's gotta be good!,True,u4646,m308,A woman,,
nadia,birthday girl,113,Adult,"Criminal, 'Mail Order Bride",Unknown,Russia,Nadia's real name is Sophia,You can't hurt me more than I'm hurt already.,True,u502,m31,A woman,"Nadia is a mail-order bride from Russia, ordered by John on the Internet. Nadia is sexually bold. Although Nadia cannot speak English and John cannot speak Russian, they soon bond. Later on, a man she introduces as her cousin Yuri and his friend Alexei turn up to celebrate her birthday. Alexei soon shows that he has a temper. After a violent altercation, Alexei holds Nadia hostage and demands a ransom from John. It is then discovered that Nadia, Yuri, and Alexei are criminals, and Alexei is actually Nadia's boyfriend. Nadia, Yuri and Alexei, as a trio, have carried out the same scam on men from Switzerland, Greece and Germany. They take John prisoner, strip him down to his underpants, and tie him to a toilet in a motel. John fights with Nadia, who later reveals that she can indeed speak English and that her name is not Nadia. 'Nadia', left at the airport by John, is kidnapped by Alexei, who now wants Nadia to have the baby. John rescues her, tying Alexei to a chair. They work together against the two Russian men. Nadia tells John that her real name is Sophia. She leaves for Russia with John.",https://en.wikipedia.org/wiki/Birthday_Girl
emil,15 minutes,113,Adult,"Unemployed, Criminal",Unknown,Eastern Europe,,You can't kill me. You're not a cop. You're just a fireman with a gun.,True,u30,m2,A man,"Emil was a former criminal from Eastern Europe. After getting out of prison he comes (with Oleg) to the US to claim their part of a bank heist in Russia (or somewhere in Czech Republic). Emil goes with Oleg to the run-down apartment of their old partner to demand their share of the heist. He doesn't have it so Emil stabs him and his wife to death. To hide the crime, Emil burns down the apartment. Emil who also got Daphne's wallet when she fled the apartment earlier calls an escort service from a business card he found in her wallet. He asks for a Czech girl, hoping she will arrive. When Honey a regular call girl arrives, he kills her but not before first getting the address of the escort service from her.",https://die-hard-scenario.fandom.com/wiki/15_Minutes
skipper,white squall,98,,Captain of Sailboat,Unknown,USA, ,"You can't run from the wind. You trim your sails, face the music, and keep going.",True,u3468,m228,A man,"Captain Christopher ""Skipper"" Sheldon led the ill-fated school sailing trip.  He is tough and teaches them discipline. He forms a close connection with all-American Chuck Gieg, troubled rich kid Frank Beaumont, shy Gil Martin and bad-boy Dean Preston. On the first days, it is discovered that Gil suffers from acrophobia and does not even try to rescue Chuck, who nearly chokes to death when he becomes entangled in some rigging after slipping from one of the masts. After Chuck is saved by Skipper Sheldon, Gil is ordered to climb the ropes, which he ultimately cannot do, and is assigned to alternative limited duty while on board. Frank's snobby attitude causes him to bump heads with most of the boys, especially Dean, while Gil opens up to Chuck about his troubled home life one night in their bunks, which Frank listens to and identifies with as well. After many misadventures on land and on the boat, the boys begin to take Skipper's teachings seriously and begin acting like real shipmates, with Chuck, Frank, Gil and Dean becoming strong friends. Eventually, the brigantine puts into shore and the boys take their leave on the island. Frank's wealthy father and mother give him a surprise visit while the crew is in port. Frank is upset that the visit seems poorly timed by his overbearing parents, and he becomes separated from the boys and their festivities when his parents require him to go out to steak dinner with them. The father and son end up in a fist fight and become further estranged by the visit and the fight. Frank gets drunk and comes to the party and has to be escorted out by Chuck, Gil and Dean. After a night of festivities, the crew set out to sea again on the next day. When the brigantine encounters a school of dolphins, Frank, still angry at his father, vents his fury by shooting one of the dolphins with a harpoon. Skipper demands Frank at least put the animal out of its misery, but he can't bring himself to, so Skipper kills it, then tells Frank he's been expelled from the program and puts him ashore at the next port. The day he leaves, Frank apologizes to Skipper for the incident on the boat and is given a farewell by Gil, who gets the courage to climb up the ropes to ring the bell for Frank, which symbolizes ‘Where we go one, we go all’. Soon after, while at sea, the brigantine encounters a freakish white squall storm. The vessel is battered by the seas, and the boys try to use what the Skipper has taught them in order to survive the horrific ordeal. Most of them succeed in abandoning the vessel, but Gil, Dean, Skipper's wife, and the cook George Ptacnik, all drown. When the survivors are rescued and reach land, Skipper is put on trial, with Frank's powerful parents leading the call for his license to be revoked. Eventually, the Skipper refuses to allow anyone else to be blamed for the disaster, and accepts responsibility, but his former students all stand up for him, and Frank turns against his bullying parents to support the Skipper, as all of the boys embrace him. The end credits explain that in reality six people died in total (four students) and dedicates the film to them.",https://en.wikipedia.org/wiki/White_Squall_(film)
judge,panther,92,Adult,Vietnam Veteran,Irreligious,USA,"Whilst Judge is based on a real person, the film was critiqued for an inaccurate portrayal.","You could jail a revolutionary, but you couldn't jail a revolution.",True,u2436,m156,A man,"Vietnam veteran Judge returns to his hometown of Oakland to find it beset by violence and police discrimination against African-Americans. Judge's friend Cy tells him about a vigilante group that's organizing against the police and introduces him to its leaders, Bobby and Huey. Judge joins the movement but is unwillingly and brutally forced by the police department to spy on the Panthers lest they arrest and kill his mother and feed them information while also being Huey's personal informant to feed selective information back to the police.",https://en.wikipedia.org/wiki/Panther_(film)
anna,stepmom,122,Child,Schoolkid,Unknown,USA,,You didn't asked me if I wanted a new mother. You didn't even asked me if I liked her!,True,u7878,m533,A woman,"Anna Harrison is Jackie and Luke's angry daughter, and sister to Ben. She is 12 years old. Anna repeatedly rejects Isabel. She storms out when she learns of Jackie's cancer diagnosis.  At school, Anna is bullied by a boy she once liked and Jackie and Isabel give her conflicting advice, causing more tension.",https://en.wikipedia.org/wiki/Stepmom_(1998_film)
brody,jaws 2,192,Adult,Police sheriff,Unknown,USA, ,"You don't have to worry about being sued or being ruined if this turns out to be what I think it is, because there won't be anybody here!",True,u6068,m403,A man,"Three years after the First Amity Incident, Martin has remained active as the Police Chief of Amity, and now a town's hero. Before the arrival of the second shark, Martin arrives at the opening ceremony of Amity's new hotel, presented by Mayor Vaughn. Martin's eldest son, Michael, developed a keen interest in sailing hoping to inspire his father to return to the water. In the summer of 1976, Martin began to feel another shark was responsible for a number of boating ""accidents"" in Amity, but once again his theory was dismissed by the re-elected mayor, Larry Vaughn and the town council. Brody's refusal to ignore the problem finally lead them to dismiss him from the police force as acting chief. Brody learned that both his sons had quietly joined another group of teenagers on an unauthorized sailing trip and were trapped out at sea apparently being attacked by the very shark Brody had warned the mayor about once again. Brody found the marooned group near a power station built on a rocky outcropping in the center of the ocean which locals had nicknamed ""Cable Junction"". After a short battle with the shark Brody was able to subdue the animal by electrocuting the shark with a loose cable from the nearby station.",https://jaws.fandom.com/wiki/Martin_Brody
clementine,eternal sunshine of the spotless mind,265,Adult,Bookstore Clerk,Unknown,USA,Played by Kate Winslet,"You don't tell me things, Joel. I'm an open book. I tell you everything, every damn, embarrassing thing.",True,u859,m55,A woman,"Clementine is a smart, independent, and assertive individual who enjoys having fun. She is known for being skeptical of authority figures, and this trait has caused her to become somewhat of an outsider. ",https://movies.fandom.com/wiki/Clementine_Kruczynski
